lib32-libgcrypt 1.10.2-1
lib32-libgpg-error 1.47-1
lib32-libldap 2.6.6-1
lib32-libnl 3.8.0-1
lib32-libpcap 1.10.4-1
lib32-libpng 1.6.40-2
lib32-libtirpc 1.3.4-1
lib32-libx11 1.8.7-1
lib32-libxau 1.0.11-1
lib32-libxcb 1.16-1
lib32-libxcrypt 4.4.36-1
lib32-libxcursor 1.2.1-2
lib32-libxdmcp 1.1.4-1
lib32-libxext 1.3.5-1
lib32-libxfixes 6.0.1-1
lib32-libxi 1.8.1-1
lib32-libxrandr 1.5.4-1
lib32-libxrender 0.9.11-1
lib32-openssl 1:3.1.4-1
lib32-pam 1.5.3-1
lib32-pcre2 10.42-1
lib32-systemd 254.6-1
lib32-util-linux 2.39.2-1
lib32-vkd3d 1.9-1
lib32-vulkan-icd-loader 1.3.269-1
lib32-xz 5.4.5-1
lib32-zlib 1.3-1
lib32-zstd 1.5.5-1
libabw 0.1.3-3
libad9361 0.3-1
libadwaita 1:1.4.0-1
libaec 1.0.6-1
libaio 0.3.113-2
libao 1.2.2-6
libappindicator-gtk3 12.10.0.r298-3
libarchive 3.7.2-1
libass 0.17.1-1
libassuan 2.5.6-1
libasyncns 1:0.8+r3+g68cd5af-2
libatasmart 0.19-6
libatomic_ops 7.8.0-1
libavc1394 0.5.4-6
libavif 1.0.2-1
libavtp 0.2.0-2
libb2 0.98.1-2
libb64 1.2.1-4
libblockdev 3.0.4-1
libbluray 1.3.4-1
libbpf 1.2.2-1
libbraiding 1.2-1
libbs2b 3.1.0-8
libbsd 0.11.7-1
libburn 1.5.6-1
libbytesize 2.8-2
libcaca 0.99.beta20-2
libcacard 2.7.0-3
libcalfbox-lss 1.2.0-1
libcamera 0.1.0-2
libcamera-ipa 0.1.0-2
libcanberra 1:0.30+r2+gc0620e4-3
libcap 2.69-2
libcap-ng 0.8.3-2
libcbor 0.10.2-1
libcdio 2.1.0-3
libcdio-paranoia 10.2+2.0.1-3
libcdr 0.1.7-6
libcgif 0.3.2-1
libchardet 1.0.6-1
libcheese 44.1-2
libcloudproviders 0.3.5-1
libcolord 1.4.6-1
libconfig 1.7.3-2
libcue 2.3.0-1
libcups 1:2.4.7-2
libcupsfilters 2.0.0-1
libdaemon 0.14-5
libdatrie 0.2.13-4
libdazzle 3.44.0-1
libdbusmenu-glib 16.04.0.r498-2
libdbusmenu-gtk3 16.04.0.r498-2
libdbusmenu-qt5 0.9.3+16.04.20160218-6
libdc1394 2.2.7-1
libdca 0.0.7-2
libde265 1.0.12-1
libdeflate 1.19-1
libdispatch 5.5.0-1
libdmapsharing 3.9.13-1
libdovi 3.2.0-2
libdrm 2.4.117-1
libdv 1.0.0-11
libdvbpsi 1:1.3.3-3
libdvdnav 6.1.1-2
libdvdread 6.1.3-2
libe-book 0.1.3-14
libebml 1.4.4-1
libebur128 1.2.6-1
libedataserverui4 3.50.1-2
libedit 20230828_3.1-1
libei 1.1.0-1
libelf 0.190-1
libepoxy 1.5.10-2
libepubgen 0.1.1-4
libertinus-font 7.040-2
libetonyek 0.1.10-3
libevdev 1.13.1-1
libevent 2.1.12-4
libewf 20140608-6
libexif 0.6.24-2
libexttextcat 3.4.6-1
libfakekey 0.3-2
libfdk-aac 2.0.2-1
libffi 3.4.4-1
libfontenc 1.1.7-1
libfreeaptx 0.1.1-1
libfreehand 0.1.2-4
libfreexl 2.0.0-1
libftdi 1.5-5
libgcrypt 1.10.2-1
libgdata 0.18.1-3
libgdiplus 5.6.1-4
libgdm 45.0.1-1
libgee 0.20.6-1
libgeotiff 1.7.1-2
libgexiv2 0.14.2-1
libgig 4.3.0-4
libgirepository 1.78.1-1
libgit2 1:1.7.1-1
libglvnd 1.7.0-1
libgme 0.6.3-4
libgnomekbd 1:3.28.1-1
libgoa 3.48.0-2
libgpg-error 1.47-1
libgphoto2 2.5.31-1
libgrss 0.7.0+16+g971c421-3
libgsf 1.14.51-1
libgtop 2.41.2-1
libgudev 238-1
libguestfs 1.50.1-2
libgusb 0.4.7-1
libgweather-4 4.4.0-1
libgxps 0.3.2-4
libhandy 1.8.2-1
libharu 2.4.4-1
libheif 1.17.3-1
libhomfly 1.02r6-2
libibus 1.5.28-4
libical 3.0.17-1
libice 1.1.1-2
libid3tag 0.15.1b-12
libidn 1.41-1
libidn2 2.3.4-3
libiec61883 1.2.0-7
libieee1284 0.2.11-15
libiio 0.25-2
libimagequant 4.2.2-2
libimobiledevice 1.3.0-9
libindicator-gtk3 12.10.1-10
libinih 57-1
libinput 1.24.0-1
libinsane 1.0.10-1
libinstpatch 1.1.6-2
libiptcdata 1.0.5-2
libiscsi 1.19.0-2
libisl 0.26-1
libisoburn 1.5.6-1
libisofs 1.5.6-1
libixion 0.19.0-1
libjpeg-turbo 3.0.1-1
libjxl 0.8.2-2
libkate 0.4.1-9
libksba 1.6.4-1
liblangtag 0.6.4-1
liblc3 1.0.4-1
libldac 2.0.2.3-1
libldap 2.6.6-2
libldm 0.2.5-2
liblo 1:0.31-3
liblouis 3.27.0-1
liblphobos 3:1.35.0-1
liblqr 0.4.2-3
liblrdf 0.6.1-4
libltc 1.3.2-1
liblzf 3.6-4
libmad 0.15.1b-10
libmalcontent 0.11.1-2
libmanette 0.2.6-5
libmatroska 1.7.1-1
libmaxminddb 1.8.0-1
libmd 1.1.0-1
libmediaart 1.9.6-2
libmfx 23.2.2-2
libmicrodns 0.2.0-1
libmicrohttpd 0.9.77-1
libmikmod 3.3.11.1-6
libmm-glib 1.22.0-1
libmng 2.0.3-3
libmnl 1.0.5-1
libmodplug 0.8.9.0-5
libmpc 1.3.1-1
libmpcdec 1:0.1+r475-4
libmpdclient 2.20-3
libmpeg2 0.5.1-8
libmspack 1:0.11alpha-1
libmspub 0.1.4-14
libmtp 1.1.21-1
libmupdf 1.23.6-1
libmwaw 0.3.22-1
libmypaint 1.6.1-1
libmysofa 1.3.2-1
libnatpmp 20230423-2
libnautilus-extension 45.1-1
libnbd 1.18.1-2
libnet 2:1.3-1
libnetfilter_conntrack 1.0.9-1
libnetfilter_queue 1.0.5-1
libnfnetlink 1.0.2-1
libnfs 5.0.2-1
libnftnl 1.2.6-1
libnghttp2 1.58.0-1
libnice 0.1.21-2
libnl 3.8.0-1
libnm 1.44.2-3
libnma-common 1.10.6-2
libnma-gtk4 1.10.6-2
libnotify 0.8.3-1
libnsl 2.0.1-1
libnumbertext 1.0.11-1
libnvme 1.6-2
liboauth 1:1.0.3+r16+gc26f038-1
libodfgen 0.1.8-2
libogg 1.3.5-1
libomxil-bellagio 0.9.3-4
libopenmpt 0.7.3-1
libopenshot 0.3.2-6
libopenshot-audio 0.3.2-1
liborcus 0.19.2-1
libosinfo 1.11.0-1
libotf 0.9.16-4
libotr 4.1.1-4
libp11-kit 0.25.2-1
libpagemaker 0.0.4-3
libpaper 2.1.2-1
libpcap 1.10.4-1
libpciaccess 0.17-1
libpeas 1.36.0-4
libpgm 5.3.128-3
libphonenumber 1:8.13.25-1
libpipeline 1.5.7-1
libpipewire 1:0.3.85-1
libplacebo 5.264.1-4
libplist 2.3.0-2
libpng 1.6.40-2
libportal 0.7.1-2
libportal-gtk3 0.7.1-2
libportal-gtk4 0.7.1-2
libppd 2.0.0-1
libprocps 3.3.17-3
libproxy 0.5.3-2
libpsl 0.21.2-1
libpulse 16.1-6
libpwquality 1.4.5-3
libqtxdg 3.12.0-1
libquvi 0.9.4-7
libquvi-scripts 0.9.20131130-5
libqxp 0.0.2-10
libraqm 0.10.1-1
libraw 0.21.1-2
libraw1394 2.1.2-3
libreoffice-fresh 7.6.2-3
libressl 3.8.2-1
librest 0.9.1-2
libretls 3.8.1-1
libretro-core-info 1.16.0-1
libretro-mame 88265-1
librevenge 0.0.5-2
librist 0.2.10-1
librsvg 2:2.57.0-1
librttopo 1.1.0-5
libsamplerate 0.2.2-2
libsasl 2.1.28-4
libsbsms 2.3.0-3
libscanmem 0.17-7
libseccomp 2.5.4-2
libsecret 0.21.1-1
libserialport 0.1.1-5
libshout 1:2.4.6-2
libshumate 1.1.2-1
libsigc++ 2.12.1-1
libsigc++-3.0 3.6.0-1
libsigsegv 2.14-2
libslirp 4.7.0-1
libsm 1.2.4-1
libsndfile 1.2.2-2
libsodium 1.0.19-2
libsoup 2.74.3-1
libsoup3 3.4.4-1
libsoxr 0.1.3-3
libspatialite 5.1.0-1
libspectre 0.2.12-1
libspeechd 0.11.5-1
libspiro 1:20221101-2
libspnav 1.1-1
libsrtp 1:2.5.0-1
libssh 0.10.5-1
libssh-docs 0.10.5-1
libssh2 1.11.0-1
libstaroffice 0.0.7-2
libstemmer 2.2.0-2
libsynctex 2023.66984-16
libsysprof-capture 45.1-1
libtar 1.2.20-6
libtasn1 4.19.0-1
libthai 0.1.29-3
libtheora 1.1.1-6
libtiff 4.6.0-1
libtirpc 1.3.4-1
libtommath 1.2.1-1
libtool 2.4.7+4+g1ec8fa28-6
libtpms 0.9.6-1
libtraceevent 1:1.7.3-1
libtracefs 1.7.0-1
libtracefs-docs 1.7.0-1
libuhd 4.5.0.0-1
libuninameslist 20221022-1
libunistring 1.1-2
libunwind 1.7.2-1
libupnp 1.14.18-1
liburcu 0.14.0-1
liburing 2.4-1
libusb 1.0.26-2
libusb-compat 0.1.8-1
libusbmuxd 2.0.2-3
libutempter 1.2.1-4
libutf8proc 2.9.0-1
libuv 1.47.0-1
libva 2.20.0-1
libva-intel-driver 2.4.1-2
libva-mesa-driver 1:23.2.1-2
libva-utils 2.20.0-1
libva-vdpau-driver 0.7.4-6
libvdpau 1.5-2
libverto 0.3.2-4
libvips 8.15.0-1
libvirt 1:9.9.0-2
libvirt-glib 4.0.0-2
libvirt-python 1:9.9.0-1
libvirt-storage-iscsi-direct 1:9.9.0-2
libvisio 0.1.7-9
libvncserver 0.9.14-2
libvolk 2:3.0.0-3
libvorbis 1.3.7-3
libvpx 1.13.1-1
libwacom 2.8.0-1
libwbclient 4.19.2-1
libwebp 1.3.2-1
libwireplumber 0.4.15-1
libwmf 0.2.13-1
libwnck3 43.0-3
libwpd 0.10.3-4
libwpe 1.14.1-2
libwpg 0.3.4-1
libwps 0.4.14-1
libx11 1.8.7-1
libxau 1.0.11-2
libxaw 1.0.15-1
libxcb 1.16-1
libxcomposite 0.4.6-1
libxcrypt 4.4.36-1
libxcursor 1.2.1-3
libxcvt 0.1.2-1
libxdamage 1.1.6-1
libxdmcp 1.1.4-2
libxext 1.3.5-1
libxfce4ui 4.18.4-1
libxfce4util 4.18.1-1
libxfixes 6.0.1-1
libxfont2 2.0.6-2
libxft 2.3.8-1
libxi 1.8.1-1
libxinerama 1.1.5-1
libxkbcommon 1.6.0-1
libxkbcommon-x11 1.6.0-1
libxkbfile 1.1.2-1
libxklavier 5.4-5
libxml2 2.11.5-1
libxmlb 0.3.14-1
libxmlbird 1.2.14-1
libxmu 1.1.4-1
libxnvctrl 545.29.02-1
libxpm 3.5.17-1
libxpresent 1.0.1-1
libxrandr 1.5.4-1
libxrender 0.9.11-1
libxres 1.2.2-1
libxshmfence 1.3.2-1
libxslt 1.1.38-1
libxss 1.2.4-1
libxt 1.3.0-1
libxtst 1.2.4-1
libxv 1.0.12-1
libxvmc 1.0.13-2
libxxf86vm 1.1.5-1
libyaml 0.2.5-2
libyuv r2426+464c51a0-1
libzip 1.10.1-1
libzmf 0.0.2-14
licenses 20231011-1
lilv 0.24.20-2
lilypond 2.24.2-3
linbox 1.7.0-1
linux 6.6.1.arch1-1
linux-api-headers 6.4-1
linux-ck-generic-v4 6.6.1-1
linux-ck-generic-v4-headers 6.6.1-1
linux-firmware 20231030.2b304bfe-1
linux-firmware-whence 20231030.2b304bfe-1
linux-hardened 6.5.11.hardened1-1
linuxconsole 1.8.1-1
linuxsampler 2.2.0-3
linuxwave 0.1.5-1
lirc 1:0.10.2-3
lld 16.0.6-1
llvm 16.0.6-1
llvm-libs 16.0.6-1
lm_sensors 1:3.6.0.r41.g31d1f125-2
lmdb 0.9.30-3
log4cplus 2.1.0-1
lpsolve 5.5.2.11-2
lrcalc 2.1-4
lrzip 0.651-2
lshw B.02.19.2-6
lsof 4.98.0-2
lsscsi 0.32-1
lua 5.4.6-2
lua-bit32 5.3.5.1_0.10-5
lua-cassowary 2.3.2-1
lua-cldr 0.3.0-1
lua-cliargs 3.0-8
lua-cosmo 16.06.04-6
lua-expat 1.5.1-1
lua-filesystem 1.8.0-3
lua-fluent 0.2.0-2
lua-linenoise 0.9-8
lua-loadkit 1.1.0-1
lua-lpeg 1.1.0-1
lua-luaepnf 0.3-8
lua-luarepl 0.10-2
lua-luautf8 0.1.5-2
lua-penlight 1.13.1-1
lua-sec 2:1.3.2-1
lua-socket 1:3.1.0-1
lua-vstruct 2.1.1-4
lua-zlib 1:1.2-4
lua51 5.1.5-11
lua51-cassowary 2.3.2-1
lua51-cldr 0.3.0-1
lua51-cliargs 3.0-8
lua51-compat53 0.12-1
lua51-cosmo 16.06.04-6
lua51-expat 1.5.1-1
lua51-filesystem 1.8.0-3
lua51-fluent 0.2.0-2
lua51-linenoise 0.9-8
lua51-loadkit 1.1.0-1
lua51-lpeg 1.1.0-1
lua51-luaepnf 0.3-8
lua51-luarepl 0.10-2
lua51-luautf8 0.1.5-2
lua51-penlight 1.13.1-1
lua51-sec 2:1.3.2-1
lua51-socket 1:3.1.0-1
lua51-vstruct 2.1.1-4
lua51-zlib 1:1.2-4
lua52 5.2.4-6
lua52-bitop 1.0.2-9
lua52-expat 1.5.1-1
lua52-lpeg 1.1.0-1
lua52-luajson 1.3.4-3
lua52-socket 1:3.1.0-1
luajit 2.1.1700008891-1
lurk 0.3.4-1
lv2 1.18.10-1
lv2-docs 1.18.10-1
lv2-example-plugins 1.18.10-1
lvm2 2.03.22-2
lynx 2.8.9-7
lz4 1:1.9.4-1
lzlib 1.13-3
lzo 2.10-5
lzop 1.04-3
m4 1.4.19-3
m4ri 20200125-2
m4rie 20200125-2
mailcap 2.1.54-1
make 4.4.1-2
malcontent 0.11.1-2
mame 0.260-2
mame-tools 0.260-2
man-db 2.12.0-1
man-pages 6.05.01-2
man-pages-pl 4.20.0-1
man-pages-uk 4.20.0-1
mariadb-libs 11.1.3-1
marsyas 0.5.0-10
mate-desktop 1.26.2-1
mate-utils 1.26.0-1
mathjax 3.2.2-1
maui-clip 3.0.1-1
mauikit 3.0.1-2
mauikit-filebrowsing 3.0.1-2
mauiman 3.0.1-1
maxima 5.47.0-7
maxima-ecl 5.47.0-7
maxima-fas 5.47.0-7
mbedtls 3.4.1-1
md4c 0.4.8-1
mdadm 4.2-2
med-openmpi 4.1.1-4
media-player-info 24-2
mesa 1:23.2.1-2
meson 1.2.3-1
metasploit 6.3.39-1
mingw-w64-headers 10.0.0-1
miniupnpc 2.2.5-1
minizip 1:1.3-2
minizip-ng 4.0.3-1
mjpegtools 2.2.1-2
mkinitcpio 37-1
mkinitcpio-busybox 1.36.1-1
mkvtoolnix-cli 80.0-1
mkvtoolnix-gui 80.0-1
mlt 7.20.0-1
mobile-broadband-provider-info 20230416-1
mod_dnssd 0.6-9
modest 0.0.6.d021b90-3
mono 6.12.0.205-1
motion 4.5.1-2
movit 1.7.1-1
mpfi 1.5.4-4
mpfr 4.2.1-1
mpg123 1.32.3-1
mpgtx 1.3.1-7
mplayer 38412-1
mpv 1:0.36.0-1
msitools 0.103-1
mtd-utils 2.1.6-1
mtdev 1.1.6-2
mtools 1:4.0.43-1
mujs 1.3.3-1
multipath-tools 0.9.6-1
muparser 2.3.4-1
mupdf-gl 1.23.6-1
mupdf-tools 1.23.6-1
mypaint-brushes1 1.3.1-1
myrepos 1.20180726-7
nageru 2.3.0-2
namcap 3.4.2-1
nano 7.2-1
nautilus 45.1-1
nauty 1:2.8.6-2
ncurses 6.4_20230520-1
ndctl 76.1-1
neatvnc 0.7.0-1
neon 0.32.5-2
net-snmp 5.9.1-8
netcdf 4.9.2-2
netpbm 10.73.43-2
nettle 3.9.1-1
nextcloud 27.1.3-1
nextcloud-app-spreed 1:17.1.2-1
nftables 1:1.0.9-1
nginx-mainline 1.25.3-1
nginx-mainline-src 1.25.3-1
nginx-mod-echo 0.62-6
nginx-mod-geoip2 3.4-3
ngspice 41-1
nilfs-utils 2.2.9-2
ninja 1.11.1-3
nload 0.7.4-7
nlohmann-json 3.11.2-2
nlopt 2.7.1-8
nmap 7.94-2
noto-fonts 1:23.11.1-1
noto-fonts-cjk 20230817-1
noto-fonts-emoji 1:2.040-1
noto-fonts-extra 1:23.11.1-1
npth 1.6-4
nspr 4.35-1
nss 3.94-1
ntfs-3g 2022.10.3-1
ntl 11.5.1-1
numactl 2.0.16-1
nvidia-dkms 545.29.02-2
nvidia-settings 545.29.02-1
nvidia-utils 545.29.02-2
nvme-cli 2.6-1
nvtop 3.0.2-1
ocl-icd 2.3.2-1
onboard 1.4.1-8
one_gadget 1.8.1-2
onetbb 2021.10.0-1
onevpl 2023.3.1-1
oniguruma 6.9.9-1
open-iscsi 2.1.9-2
open-isns 0.102-3
openal 1.23.1-1
openbsd-netcat 1.226_1-2
opencascade 1:7.7.2-3
opencl-nvidia 545.29.02-2
opencore-amr 0.1.6-1
opencv-cuda 4.8.1-4
opencv-samples 4.8.1-4
opendesktop-fonts 1.4.2-6
openexr 3.2.1-1
opengl-man-pages 20190725-3
openjpeg2 2.5.0-3
openlibm 0.8.1-1
openmpi 4.1.5-5
openntpd 6.8p1-7
openpmix 4.2.6-1
openshot 3.1.1-1
opensmtpd 7.4.0p1-1
opensnitch 1.6.4-1
openssh 9.5p1-1
openssl 3.1.4-1
openvdb 10.1.0-1
opus 1.4-1
opusfile 0.12-3
orc 0.4.34-1
orca 45.1-1
osinfo-db 20231027-1
ostree 2023.7-1
otf-atkinson-hyperlegible 1.006-1
otf-aurulent-nerd 3.0.2-1
otf-cascadia-code 2111.01-1
otf-codenewroman-nerd 3.0.2-1
otf-comicshanns-nerd 3.0.2-1
otf-cormorant 3.609-2
otf-crimson 0.800-1
otf-crimson-pro 1.003-1
otf-droid-nerd 3.0.2-1
otf-fantasque-sans-mono 1.8.0-2
otf-fira-mono 2:3.206-4
otf-fira-sans 1:4.301-2
otf-firamono-nerd 3.0.2-1
otf-font-awesome 6.4.2-1
otf-hasklig-nerd 3.0.2-1
otf-hermit 2.0-2
otf-hermit-nerd 3.0.2-1
otf-ipaexfont 004.01-3
otf-ipafont 003.03-8
otf-ipamjfont 006.01-2
otf-latin-modern 2.004-4
otf-latinmodern-math 1.959-4
otf-opendyslexic-nerd 3.0.2-1
otf-overpass 3.0.5-2
otf-overpass-nerd 3.0.2-1
ovenmediaengine 0.16.0-1
p11-kit 0.25.2-1
p7zip 1:17.05-2
pacman 6.0.2-8
pacman-contrib 1.9.1-1
pacman-mirrorlist 20231001-1
pahole 1:1.25-4
palp 1:2.20-1
pam 1.5.3-3
pambase 20230918-1
pango 1:1.51.1-1
pangomm 2.46.3-1
pangomm-2.48 2.50.1-1
paperwork 2.2.1-2
pari 2.15.4-1
pari-galdata 20080411-3
pari-seadata-small 20090618-3
parted 3.6-1
patch 2.7.6-10
pciutils 3.10.0-1
pcre 8.45-4
pcre2 10.42-2
pcsclite 2.0.0-1
pd 0.54.1-1
pd-gem 0.94-11
pdcurses 3.9-2
pdf2svg 0.2.3-5
pdfarranger 1.10.1-1
pdfcrack 0.20-1
pdfgrep 2.1.2-3
pdfjs 4.0.189-1
pdfmixtool 1.1.1-1
pdfmod 0.9.1-12
pdfpc 4.6.0-2
pdfslicer 1.8.8-2
pdftk 3.3.3-3
pdftricks 0.4.1-1
peg 0.1.18-2
perl 5.38.0-1
perl-algorithm-diff 1:1.201-4
perl-bit-vector 7.4-15
perl-cairo-gobject 1.005-2
perl-carp-clan 6.08-7
perl-class-data-inheritable 0.09-4
perl-class-method-modifiers 2.15-2
perl-clone 0.46-2
perl-config-general 2.65-2
perl-data-optlist 0.114-2
perl-data-uuid 1.226-4
perl-date-calc 6.4-11
perl-devel-globaldestruction 0.14-9
perl-devel-stacktrace 2.04-3
perl-encode-locale 1.05-11
perl-error 0.17029-5
perl-exception-class 1.45-3
perl-exporter-tiny 1.006002-2
perl-extutils-depends 0.8001-4
perl-extutils-pkgconfig 1.16-11
perl-file-which 1.27-3
perl-filesys-df 0.92-14
perl-font-afm 1.20-12
perl-font-ttf 1.06-5
perl-glib-object-introspection 0.050-3
perl-goocanvas2 0.06-6
perl-graphics-tiff 20-2
perl-gtk3 0.038-4
perl-gtk3-imageview 10-3
perl-gtk3-simplelist 0.21-1
perl-html-parser 3.81-2
perl-html-tagset 3.20-14
perl-http-date 6.06-1
perl-http-message 6.45-1
perl-image-sane 5-5
perl-import-into 1.002005-9
perl-io-html 1.004-4
perl-io-string 1.08-12
perl-libintl-perl 1.33-2
perl-list-moreutils 0.430-4
perl-list-moreutils-xs 0.430-4
perl-locale-codes 3.73-2
perl-locale-gettext 1.07-14
perl-log-log4perl 1.57-2
perl-lwp-mediatypes 6.04-4
perl-mailtools 2.21-7
perl-module-runtime 0.016-3
perl-moo 2.005005-2
perl-parallel-forkmanager 2.02-5
perl-params-util 1.102-4
perl-pdf-api2 2.044-1
perl-pdf-builder 3.025-1
perl-proc-processtable 0.636-1
perl-readonly 2.05-4
perl-regexp-common 2017060201-6
perl-role-tiny 2.002004-4
perl-set-intspan 1.19-8
perl-sub-exporter 0.990-2
perl-sub-exporter-progressive 0.001013-9
perl-sub-install 0.928-9
perl-sub-quote 1:2.006008-2
perl-test-requires 0.11-5
perl-timedate 2.33-5
perl-try-tiny 0.31-3
perl-uri 5.21-1
phodav 3.0-2
php 8.2.12-1
php-gd 8.2.12-1
physfs 3.2.0-1
pinentry 1.2.1-3
pipewire 1:0.3.85-1
pipewire-audio 1:0.3.85-1
pipewire-jack 1:0.3.85-1
pipewire-v4l2 1:0.3.85-1
pixman 0.42.2-1
pkgconf 1.8.1-1
pkgfile 21-2
planarity 3.0.2.0-1
playerctl 2.4.1-3
plfit 0.9.4-1
plotutils 2.6-11
podofo 0.10.2-1
poke 3.3-1
polkit 123-1
polkit-gnome 0.105-10
polkit-qt5 0.175.0-1
polly 16.0.6-1
polyphone 2.3.0-3
poppler 23.10.0-1
poppler-data 0.4.12-1
poppler-glib 23.10.0-1
poppler-qt5 23.10.0-1
popt 1.19-1
portaudio 1:19.7.0-2
portmidi 1:2.0.4-1
portsmf 234-2
posterazor 1.9.7.pre-3
postgresql-libs 15.4-2
potrace 1.16-2
powerline-common 2.8.3-2
powerline-fonts 2.8.3-2
ppl 1.2-5
primecount 7.9-1
primesieve 11.1-1
procps-ng 4.0.4-2
proj 9.3.0-1
protobuf 25.0-1
psmisc 23.6-1
pstoedit 3.78-1
pugixml 1.14-1
putty 0.79-1
pyalpm 0.10.6-5
pyside2 5.15.11-1
pyside2-tools 5.15.11-1
python 3.11.5-2
python-annotated-types 0.6.0-1
python-appdirs 1.4.4-9
python-argcomplete 2.0.0-2
python-argparse-manpage 4.5-1
python-asttokens 2.4.1-1
python-atspi 2.46.0-2
python-attrs 22.2.0-3
python-autocommand 2.2.2-4
python-babel 2.12.1-1
python-backcall 0.2.0-8
python-beautifulsoup4 4.12.2-1
python-booleanoperations 0.9.0-7
python-brotli 1.1.0-1
python-cachecontrol 1:0.13.1-1
python-cairo 1.25.1-1
python-cairocffi 1.6.1-1
python-cairosvg 2.7.1-1
python-capstone 4.0.2-7
python-cattrs 23.1.2-1
python-certifi 2023.07.22-1
python-cffi 1.16.0-1
python-chardet 5.2.0-1
python-charset-normalizer 3.3.2-1
python-click 8.1.7-1
python-click-plugins 1.1.1-10
python-colorama 0.4.6-2
python-comm 0.2.0-1
python-contourpy 1.2.0-1
python-coverage 6.5.0-5
python-crc32c 2.3-2
python-cryptography 41.0.5-1
python-cssselect 1.2.0-3
python-cssselect2 0.7.0-2
python-cvxopt 1.3.2-3
python-cycler 0.12.1-1
python-cypari2 2.1.4-1
python-cysignals 1.11.4-1
python-dateutil 2.8.2-5
python-decorator 5.1.1-3
python-defcon 0.10.3-1
python-defusedxml 0.7.1-5
python-deprecated 1.2.14-1
python-deprecation 2.1.0-8
python-distro 1.8.0-3
python-docopt 0.6.2-12
python-docutils 1:0.20.1-1
python-entrypoints 0.4-3
python-exceptiongroup 1.1.3-2
python-executing 2.0.0-1
python-fabulous 0.4.0-4
python-fastjsonschema 2.18.1-1
python-filelock 3.12.4-1
python-fontmath 0.9.3-3
python-fontparts 0.12.1-1
python-fontpens 0.2.4-7
python-fonttools 4.44.3-1
python-fpylll 0.6.0-1
python-fs 2.4.16-2
python-getkey 0.6.5-4
python-gitdb 1:4.0.11-1
python-gitpython 3.1.40-1
python-gmpy2 2.1.5-2
python-gobject 3.46.0-1
python-gpgme 1.23.1-1
python-grpcio 1.59.2-1
python-html5lib 1.1-13
python-idna 3.4-3
python-imagesize 1.4.1-4
python-importlib-metadata 5.0.0-5
python-inflect 7.0.0-2
python-ipykernel 6.26.0-1
python-ipython-genutils 0.2.0-2
python-ipywidgets 8.1.1-1
python-isodate 0.6.1-3
python-jaraco.context 4.3.0-3
python-jaraco.functools 3.9.0-1
python-jaraco.text 3.11.1-3
python-jedi 0.19.1-1
python-jinja 1:3.1.2-4
python-joblib 1.3.2-1
python-jsonschema 4.19.2-1
python-jsonschema-specifications 2023.7.1-1
python-jupyter-client 8.6.0-1
python-jupyter-core 5.5.0-1
python-kiwisolver 1.4.5-1
python-latex2mathml 3.76.0-1
python-levenshtein 0.23.0-1
python-libarchive-c 4.0-3
python-libtmux 0.23.2-1
python-litevideo 2021.08-2
python-litex 2021.08-3
python-lockfile 0.12.2-12
python-lxml 4.9.2-3
python-magic 1:0.4.27-3
python-mako 1.2.4-3
python-markdown 3.5.1-1
python-markupsafe 2.1.3-1
python-matplotlib 3.8.1-1
python-matplotlib-inline 0.1.6-4
python-memory-allocator 0.1.3-2
python-migen 0.9.2-7
python-more-itertools 10.1.0-1
python-mplhep_data 0.0.3-2
python-mpmath 1.3.0-2
python-msgpack 1.0.5-1
python-mutagen 1.47.0-1
python-mutatormath 3.0.1-4
python-nest-asyncio 1.5.8-1
python-networkx 3.2.1-1
python-notify2 0.3.1-8
python-numpy 1.26.1-1
python-opencv 4.8.1-4
python-opengl 3.1.6-2
python-ordered-set 4.1.0-4
python-packaging 23.1-1
python-pandas 1.5.3-3
python-parso 1:0.8.3-2
python-pdfminer 20221105-2
python-pdfrw 0.4-8
python-pdftotext 2.2.2-4
python-pefile 2023.2.7-1
python-pexpect 4.8.0-7
python-pickleshare 0.7.5-9
python-pikepdf 8.7.1-1
python-pillow 10.1.0-2
python-pillowfight 0.3.0-8
python-pip 23.3.1-1
python-pipx 1.2.1-1
python-pivy 0.6.8-2
python-platformdirs 4.0.0-1
python-ply 3.11-12
python-pooch 1.8.0-1
python-pplpy 0.8.9-1
python-primecountpy 0.1.0-2
python-prompt_toolkit 3.0.39-1
python-protobuf 25.0-1
python-psutil 5.9.6-1
python-ptyprocess 0.7.0-5
python-pure-eval 0.2.2-3
python-pyclipper 1.3.0.post5-1
python-pycountry 22.3.5-2
python-pycparser 2.21-5
python-pycryptodomex 3.12.0-2
python-pycuda 2022.2.2-4
python-pydantic 2.4.2-1
python-pydantic-core 1:2.10.1-1
python-pydbus 0.6.0-10
python-pydyf 0.8.0-1
python-pyelftools 0.30-1
python-pygments 2.16.1-1
python-pyinotify 0.9.6-12
python-pyliblo 0.10.0-11
python-pymupdf 1.23.6-3
python-pyocr 0.8.3-2
python-pyparsing 3.1.1-1
python-pyphen 0.14.0-2
python-pyqt5 5.15.10-1
python-pyqt5-sip 12.13.0-1
python-pyqt5-webengine 5.15.6-2
python-pyqtgraph 0.13.3-2
python-pyrsistent 0.19.3-3
python-pyserial 3.5-5
python-pysocks 1.7.1-8
